batavg,batsr,bowlavg,bowleco,bowlsr,ball_no,innings,runs
25.87,143.75,21.3,7.42,17.2,19.1,1,7
30.66,109.52,21.3,7.42,17.2,19.2,1,0
30.66,109.52,21.3,7.42,17.2,19.3,1,0
30.66,109.52,21.3,7.42,17.2,19.4,1,0
30.66,109.52,21.3,7.42,17.2,19.5,1,1
0,120,21.3,7.42,17.2,19.6,1,7
11.33,147.82,21.3,7.42,17.2,19.7,1,2
60.57,151.42,43.55,8,32.6,0.1,2,0
60.57,151.42,43.55,8,32.6,0.2,2,4
60.57,151.42,43.55,8,32.6,0.3,2,1
38.53,116.78,43.55,8,32.6,0.4,2,1
60.57,151.42,43.55,8,32.6,0.5,2,0
60.57,151.42,43.55,8,32.6,0.6,2,1
60.57,151.42,25.64,8.17,18.8,1.1,2,7
15.16,115.18,25.64,8.17,18.8,1.2,2,1
38.53,116.78,25.64,8.17,18.8,1.3,2,0
38.53,116.78,25.64,8.17,18.8,1.4,2,0
38.53,116.78,25.64,8.17,18.8,1.5,2,1
15.16,115.18,25.64,8.17,18.8,1.6,2,1
15.16,115.18,43.55,8,32.6,3.1,2,2
15.16,115.18,43.55,8,32.6,3.2,2,1
38.53,116.78,43.55,8,32.6,3.3,2,1
15.16,115.18,43.55,8,32.6,3.4,2,0
15.16,115.18,43.55,8,32.6,3.5,2,0
15.16,115.18,43.55,8,32.6,3.6,2,1
15.16,115.18,27.06,7.8,20.8,4.1,2,0
15.16,115.18,27.06,7.8,20.8,4.2,2,2
15.16,115.18,27.06,7.8,20.8,4.3,2,4
15.16,115.18,27.06,7.8,20.8,4.4,2,1
38.53,116.78,27.06,7.8,20.8,4.5,2,4
38.53,116.78,27.06,7.8,20.8,4.6,2,0
15.16,115.18,25.64,8.17,18.8,5.1,2,0
15.16,115.18,25.64,8.17,18.8,5.2,2,4
15.16,115.18,25.64,8.17,18.8,5.3,2,1
38.53,116.78,25.64,8.17,18.8,5.4,2,0
38.53,116.78,25.64,8.17,18.8,5.5,2,1
15.16,115.18,25.64,8.17,18.8,5.6,2,0
38.53,116.78,0,10.46,0,6.1,2,0
38.53,116.78,0,10.46,0,6.2,2,6
38.53,116.78,0,10.46,0,6.3,2,1
15.16,115.18,0,10.46,0,6.4,2,0
38.53,116.78,0,10.46,0,6.5,2,1
15.16,115.18,0,10.46,0,6.6,2,0
38.53,116.78,51,9.18,33.3,7.1,2,1
15.16,115.18,51,9.18,33.3,7.2,2,0
15.16,115.18,51,9.18,33.3,7.3,2,4
15.16,115.18,51,9.18,33.3,7.4,2,1
38.53,116.78,51,9.18,33.3,7.5,2,3
15.16,115.18,51,9.18,33.3,7.6,2,4
38.53,116.78,0,10.46,0,8.1,2,4
38.53,116.78,0,10.46,0,8.2,2,0
38.53,116.78,0,10.46,0,8.3,2,0
38.53,116.78,0,10.46,0,8.4,2,0
38.53,116.78,0,10.46,0,8.5,2,6
38.53,116.78,0,10.46,0,8.6,2,1
38.53,116.78,43.55,8,32.6,9.1,2,0
38.53,116.78,43.55,8,32.6,9.2,2,4
38.53,116.78,43.55,8,32.6,9.3,2,1
15.16,115.18,43.55,8,32.6,9.4,2,0
15.16,115.18,43.55,8,32.6,9.5,2,1
38.53,116.78,43.55,8,32.6,9.6,2,1
38.53,116.78,43.55,8,32.6,11.1,2,1
15.16,115.18,43.55,8,32.6,11.2,2,1
38.53,116.78,43.55,8,32.6,11.3,2,1
15.16,115.18,43.55,8,32.6,11.4,2,0
15.16,115.18,43.55,8,32.6,11.5,2,1
38.53,116.78,43.55,8,32.6,11.6,2,0
15.16,115.18,27.06,7.8,20.8,12.1,2,7
38.53,116.78,27.06,7.8,20.8,12.2,2,1
26.22,131.84,27.06,7.8,20.8,12.3,2,0
26.22,131.84,27.06,7.8,20.8,12.4,2,0
26.22,131.84,27.06,7.8,20.8,12.5,2,0
26.22,131.84,27.06,7.8,20.8,12.6,2,0
38.53,116.78,25.64,8.17,18.8,13.1,2,1
26.22,131.84,25.64,8.17,18.8,13.2,2,0
26.22,131.84,25.64,8.17,18.8,13.3,2,0
26.22,131.84,25.64,8.17,18.8,13.4,2,0
26.22,131.84,25.64,8.17,18.8,13.5,2,4
26.22,131.84,25.64,8.17,18.8,13.6,2,2
26.22,131.84,25.64,8.17,18.8,13.7,2,2
38.53,116.78,27.06,7.8,20.8,15.1,2,1
38.53,116.78,27.06,7.8,20.8,15.4,2,2
38.53,116.78,27.06,7.8,20.8,15.5,2,1
38.53,116.78,25.64,8.17,18.8,17.2,2,2
38.53,116.78,25.64,8.17,18.8,17.3,2,1
38.53,116.78,25.64,8.17,18.8,17.5,2,1
19,103.63,23.4,9,15.6,0.1,1,2
19,103.63,23.4,9,15.6,0.2,1,0
19,103.63,23.4,9,15.6,0.3,1,0
19,103.63,23.4,9,15.6,0.4,1,4
19,103.63,23.4,9,15.6,0.5,1,0
19,103.63,23.4,9,15.6,0.6,1,2
23,122.9,23.4,9,15.6,2.1,1,2
23,122.9,23.4,9,15.6,2.2,1,0
23,122.9,23.4,9,15.6,2.3,1,1
19,103.63,23.4,9,15.6,2.4,1,1
23,122.9,23.4,9,15.6,2.5,1,0
19,103.63,23.4,9,15.6,2.6,1,1
23,122.9,23.4,9,15.6,2.7,1,1
23,122.9,27.63,7.12,23.2,3.1,1,0
23,122.9,27.63,7.12,23.2,3.2,1,4
23,122.9,27.63,7.12,23.2,3.3,1,4
23,122.9,27.63,7.12,23.2,3.4,1,1
19,103.63,27.63,7.12,23.2,3.5,1,0
19,103.63,27.63,7.12,23.2,3.6,1,0
23,122.9,23.4,9,15.6,4.1,1,2
23,122.9,23.4,9,15.6,4.2,1,4
23,122.9,23.4,9,15.6,4.3,1,0
23,122.9,23.4,9,15.6,4.4,1,4
23,122.9,23.4,9,15.6,4.5,1,0
23,122.9,23.4,9,15.6,4.6,1,7
31.8,118.65,23.4,9,15.6,4.7,1,0
19,103.63,27.63,7.12,23.2,5.1,1,1
31.8,118.65,27.63,7.12,23.2,5.2,1,0
31.8,118.65,27.63,7.12,23.2,5.3,1,1
19,103.63,27.63,7.12,23.2,5.4,1,0
19,103.63,27.63,7.12,23.2,5.5,1,7
24.54,127.35,27.63,7.12,23.2,5.6,1,0
19.88,144.35,32.66,8.9,22,12.1,1,0
24.54,127.35,32.66,8.9,22,12.2,1,4
24.54,127.35,32.66,8.9,22,12.3,1,1
19.88,144.35,32.66,8.9,22,12.4,1,0
19.88,144.35,32.66,8.9,22,12.5,1,4
19.88,144.35,32.66,8.9,22,12.6,1,1
19.88,144.35,16.66,8.33,12,13.1,1,1
24.54,127.35,16.66,8.33,12,13.2,1,2
24.54,127.35,16.66,8.33,12,13.3,1,2
24.54,127.35,16.66,8.33,12,13.4,1,1
19.88,144.35,16.66,8.33,12,13.5,1,1
24.54,127.35,16.66,8.33,12,13.6,1,0
24.54,127.35,27.63,7.12,23.2,14.1,1,1
19.88,144.35,27.63,7.12,23.2,14.2,1,1
24.54,127.35,27.63,7.12,23.2,14.3,1,4
24.54,127.35,27.63,7.12,23.2,14.4,1,1
19.88,144.35,27.63,7.12,23.2,14.5,1,2
19.88,144.35,27.63,7.12,23.2,14.6,1,1
19.88,144.35,16.66,8.33,12,15.1,1,6
19.88,144.35,16.66,8.33,12,15.2,1,6
19.88,144.35,16.66,8.33,12,15.3,1,7
24.54,127.35,16.66,8.33,12,15.4,1,0
24.54,127.35,16.66,8.33,12,15.5,1,1
15.85,144.15,16.66,8.33,12,15.6,1,0
24.54,127.35,27.63,7.12,23.2,16.1,1,1
15.85,144.15,27.63,7.12,23.2,16.2,1,2
15.85,144.15,27.63,7.12,23.2,16.3,1,1
24.54,127.35,27.63,7.12,23.2,16.4,1,1
15.85,144.15,27.63,7.12,23.2,16.5,1,0
15.85,144.15,27.63,7.12,23.2,16.6,1,1
15.85,144.15,16.66,8.33,12,17.1,1,1
24.54,127.35,16.66,8.33,12,17.2,1,1
15.85,144.15,16.66,8.33,12,17.3,1,1
24.54,127.35,16.66,8.33,12,17.4,1,6
24.54,127.35,16.66,8.33,12,17.5,1,2
24.54,127.35,16.66,8.33,12,17.6,1,7
0,0,16.66,8.33,12,17.7,1,2
15.85,144.15,32.66,8.9,22,19.2,1,1
15.85,144.15,32.66,8.9,22,19.4,1,0
7,53.84,24.4,7.32,20,0.1,2,4
7,53.84,24.4,7.32,20,0.2,2,4
7,53.84,24.4,7.32,20,0.3,2,0
7,53.84,24.4,7.32,20,0.4,2,1
25,113.63,24.4,7.32,20,0.5,2,4
25,113.63,24.4,7.32,20,0.6,2,1
25,113.63,24.4,7.32,20,2.1,2,0
25,113.63,24.4,7.32,20,2.2,2,4
25,113.63,24.4,7.32,20,2.3,2,0
25,113.63,24.4,7.32,20,2.4,2,0
25,113.63,24.4,7.32,20,2.5,2,1
7,53.84,24.4,7.32,20,2.6,2,1
7,53.84,31.3,8.39,22.3,3.1,2,0
7,53.84,31.3,8.39,22.3,3.2,2,4
7,53.84,31.3,8.39,22.3,3.3,2,4
7,53.84,31.3,8.39,22.3,3.4,2,7
38.53,121.89,31.3,8.39,22.3,3.5,2,0
38.53,121.89,31.3,8.39,22.3,3.6,2,0
25,113.63,29.84,8.11,22,4.1,2,4
25,113.63,29.84,8.11,22,4.2,2,4
25,113.63,29.84,8.11,22,4.3,2,1
38.53,121.89,29.84,8.11,22,4.4,2,0
38.53,121.89,29.84,8.11,22,4.5,2,0
38.53,121.89,29.84,8.11,22,4.6,2,1
25,113.63,29.84,8.11,22,6.1,2,1
38.53,121.89,29.84,8.11,22,6.2,2,0
38.53,121.89,29.84,8.11,22,6.3,2,1
25,113.63,29.84,8.11,22,6.4,2,0
25,113.63,29.84,8.11,22,6.5,2,1
38.53,121.89,29.84,8.11,22,6.6,2,0
38.53,121.89,0,9.66,0,8.1,2,1
25,113.63,0,9.66,0,8.2,2,1
38.53,121.89,0,9.66,0,8.3,2,1
25,113.63,0,9.66,0,8.4,2,2
25,113.63,0,9.66,0,8.5,2,0
25,113.63,0,9.66,0,8.6,2,1
38.53,121.89,0,9.66,0,8.7,2,1
31,135.51,29.84,8.11,22,10.1,2,0
31,135.51,29.84,8.11,22,10.2,2,0
31,135.51,29.84,8.11,22,10.3,2,0
31,135.51,29.84,8.11,22,10.4,2,1
25,113.63,29.84,8.11,22,10.5,2,1
31,135.51,29.84,8.11,22,10.6,2,1
25,113.63,0,9.66,0,12.1,2,2
25,113.63,0,9.66,0,12.2,2,2
25,113.63,0,9.66,0,12.3,2,0
25,113.63,0,9.66,0,12.4,2,6
25,113.63,0,9.66,0,12.5,2,1
31,135.51,0,9.66,0,12.6,2,0
31,135.51,29.84,8.11,22,14.1,2,1
25,113.63,29.84,8.11,22,14.2,2,6
25,113.63,29.84,8.11,22,14.3,2,2
25,113.63,29.84,8.11,22,14.4,2,0
25,113.63,29.84,8.11,22,14.5,2,1
31,135.51,29.84,8.11,22,14.6,2,2
25,113.63,24.4,7.32,20,15.1,2,1
31,135.51,24.4,7.32,20,15.2,2,1
25,113.63,24.4,7.32,20,15.3,2,1
31,135.51,24.4,7.32,20,15.4,2,1
25,113.63,24.4,7.32,20,15.5,2,1
31,135.51,24.4,7.32,20,15.6,2,1
31,135.51,31.3,8.39,22.3,16.1,2,1
25,113.63,31.3,8.39,22.3,16.2,2,1
31,135.51,31.3,8.39,22.3,16.3,2,0
31,135.51,31.3,8.39,22.3,16.4,2,0
31,135.51,31.3,8.39,22.3,16.5,2,1
25,113.63,31.3,8.39,22.3,16.6,2,4
72.2,145.56,31.3,8.39,22.3,18.1,2,7
29.45,146.6,33.7,7.71,26.2,0.1,1,0
29.45,146.6,33.7,7.71,26.2,0.2,1,4
29.45,146.6,33.7,7.71,26.2,0.3,1,1
8.4,102.43,33.7,7.71,26.2,0.4,1,0
8.4,102.43,33.7,7.71,26.2,0.5,1,1
29.45,146.6,33.7,7.71,26.2,0.6,1,1
29.45,146.6,48.8,9.69,30.2,1.1,1,1
8.4,102.43,48.8,9.69,30.2,1.2,1,0
8.4,102.43,48.8,9.69,30.2,1.3,1,0
8.4,102.43,48.8,9.69,30.2,1.4,1,4
8.4,102.43,48.8,9.69,30.2,1.5,1,0
8.4,102.43,48.8,9.69,30.2,1.6,1,0
8.4,102.43,48.8,9.69,30.2,1.7,1,0
8.4,102.43,48.8,9.69,30.2,1.8,1,0
8.4,102.43,33.7,7.71,26.2,2.1,1,0
8.4,102.43,33.7,7.71,26.2,2.2,1,4
8.4,102.43,33.7,7.71,26.2,2.3,1,0
8.4,102.43,33.7,7.71,26.2,2.4,1,1
29.45,146.6,33.7,7.71,26.2,2.5,1,0
29.45,146.6,33.7,7.71,26.2,2.6,1,1
29.45,146.6,48.8,9.69,30.2,3.1,1,7
8.4,102.43,48.8,9.69,30.2,3.2,1,0
8.4,102.43,48.8,9.69,30.2,3.3,1,6
8.4,102.43,48.8,9.69,30.2,3.4,1,0
8.4,102.43,48.8,9.69,30.2,3.5,1,4
8.4,102.43,48.8,9.69,30.2,3.6,1,0
28.5,127.88,33.7,7.71,26.2,4.1,1,1
8.4,102.43,33.7,7.71,26.2,4.2,1,1
28.5,127.88,33.7,7.71,26.2,4.3,1,0
8.4,102.43,33.7,7.71,26.2,4.4,1,0
8.4,102.43,33.7,7.71,26.2,4.5,1,4
8.4,102.43,33.7,7.71,26.2,4.6,1,1
8.4,102.43,26.46,7.47,21.2,6.1,1,2
8.4,102.43,26.46,7.47,21.2,6.2,1,4
8.4,102.43,26.46,7.47,21.2,6.3,1,7
39.3,131.43,26.46,7.47,21.2,6.4,1,1
25.76,125.93,26.46,7.47,21.2,6.5,1,4
25.76,125.93,26.46,7.47,21.2,6.6,1,1
25.76,125.93,27,8.15,19.8,7.1,1,2
25.76,125.93,27,8.15,19.8,7.2,1,0
25.76,125.93,27,8.15,19.8,7.3,1,1
39.3,131.43,27,8.15,19.8,7.4,1,4
39.3,131.43,27,8.15,19.8,7.5,1,1
25.76,125.93,27,8.15,19.8,7.6,1,0
39.3,131.43,26.46,7.47,21.2,8.1,1,1
25.76,125.93,26.46,7.47,21.2,8.2,1,1
39.3,131.43,26.46,7.47,21.2,8.3,1,6
39.3,131.43,26.46,7.47,21.2,8.4,1,6
39.3,131.43,26.46,7.47,21.2,8.5,1,0
39.3,131.43,26.46,7.47,21.2,8.6,1,1
39.3,131.43,27,8.15,19.8,9.1,1,1
25.76,125.93,27,8.15,19.8,9.2,1,1
39.3,131.43,27,8.15,19.8,9.3,1,0
39.3,131.43,27,8.15,19.8,9.4,1,1
25.76,125.93,27,8.15,19.8,9.5,1,1
39.3,131.43,27,8.15,19.8,9.6,1,1
25.76,125.93,27,8.15,19.8,9.7,1,0
39.3,131.43,48.8,9.69,30.2,13.1,1,1
25.76,125.93,48.8,9.69,30.2,13.2,1,1
39.3,131.43,48.8,9.69,30.2,13.3,1,0
39.3,131.43,48.8,9.69,30.2,13.4,1,1
25.76,125.93,48.8,9.69,30.2,13.5,1,2
25.76,125.93,48.8,9.69,30.2,13.6,1,6
39.3,131.43,27,8.15,19.8,14.1,1,4
39.3,131.43,27,8.15,19.8,14.2,1,1
25.76,125.93,27,8.15,19.8,14.3,1,0
25.76,125.93,27,8.15,19.8,14.4,1,1
39.3,131.43,27,8.15,19.8,14.5,1,1
25.76,125.93,27,8.15,19.8,14.6,1,1
25.76,125.93,33.7,7.71,26.2,15.1,1,1
25.76,125.93,33.7,7.71,26.2,15.2,1,1
39.3,131.43,33.7,7.71,26.2,15.3,1,0
39.3,131.43,33.7,7.71,26.2,15.4,1,0
39.3,131.43,33.7,7.71,26.2,15.5,1,6
39.3,131.43,33.7,7.71,26.2,15.6,1,2
25.76,125.93,27,8.15,19.8,16.1,1,7
39.3,131.43,27,8.15,19.8,16.2,1,6
39.3,131.43,27,8.15,19.8,16.3,1,1
21.22,107.9,27,8.15,19.8,16.4,1,4
21.22,107.9,27,8.15,19.8,16.5,1,1
39.3,131.43,27,8.15,19.8,16.6,1,4
21.22,107.9,48.8,9.69,30.2,18.1,1,4
21.22,107.9,48.8,9.69,30.2,18.2,1,1
39.3,131.43,48.8,9.69,30.2,18.3,1,7
25.66,130.5,48.8,9.69,30.2,18.4,1,2
25.66,130.5,48.8,9.69,30.2,18.5,1,0
25.66,130.5,48.8,9.69,30.2,18.6,1,1
26.45,112.35,20.22,7.42,16.3,0.1,2,4
26.45,112.35,20.22,7.42,16.3,0.2,2,0
26.45,112.35,20.22,7.42,16.3,0.3,2,1
35.7,120.2,20.22,7.42,16.3,0.4,2,1
26.45,112.35,20.22,7.42,16.3,0.5,2,1
35.7,120.2,20.22,7.42,16.3,0.6,2,0
26.45,112.35,0,12.25,0,1.1,2,0
26.45,112.35,0,12.25,0,1.2,2,4
26.45,112.35,0,12.25,0,1.3,2,7
24.75,130.26,0,12.25,0,1.4,2,4
24.75,130.26,0,12.25,0,1.5,2,7
5,69.76,0,12.25,0,1.6,2,0
35.7,120.2,20.22,7.42,16.3,2.1,2,1
5,69.76,20.22,7.42,16.3,2.2,2,0
5,69.76,20.22,7.42,16.3,2.3,2,2
5,69.76,20.22,7.42,16.3,2.4,2,0
5,69.76,20.22,7.42,16.3,2.5,2,0
5,69.76,20.22,7.42,16.3,2.6,2,4
35.7,120.2,0,12.25,0,3.1,2,0
35.7,120.2,0,12.25,0,3.2,2,4
35.7,120.2,0,12.25,0,3.3,2,1
5,69.76,0,12.25,0,3.4,2,0
5,69.76,0,12.25,0,3.5,2,4
5,69.76,0,12.25,0,3.6,2,1
5,69.76,19.12,8.5,13.5,5.1,2,4
5,69.76,19.12,8.5,13.5,5.2,2,0
5,69.76,19.12,8.5,13.5,5.3,2,1
35.7,120.2,19.12,8.5,13.5,5.4,2,4
35.7,120.2,19.12,8.5,13.5,5.5,2,4
35.7,120.2,19.12,8.5,13.5,5.6,2,4
5,69.76,38.87,7.74,30.1,6.1,2,0
5,69.76,38.87,7.74,30.1,6.2,2,1
35.7,120.2,38.87,7.74,30.1,6.3,2,1
5,69.76,38.87,7.74,30.1,6.4,2,1
35.7,120.2,38.87,7.74,30.1,6.5,2,0
35.7,120.2,38.87,7.74,30.1,6.6,2,4
5,69.76,83.5,9.82,51,7.1,2,1
35.7,120.2,83.5,9.82,51,7.2,2,0
35.7,120.2,83.5,9.82,51,7.3,2,7
5,69.76,83.5,9.82,51,7.4,2,1
5,69.76,38.87,7.74,30.1,8.1,2,0
5,69.76,38.87,7.74,30.1,8.2,2,1
5,69.76,38.87,7.74,30.1,8.4,2,6
5,69.76,38.87,7.74,30.1,8.5,2,1
5,69.76,83.5,9.82,51,9.1,2,0
5,69.76,83.5,9.82,51,9.2,2,4
5,69.76,83.5,9.82,51,9.3,2,2
5,69.76,83.5,9.82,51,9.4,2,4
5,69.76,83.5,9.82,51,9.5,2,0
5,69.76,83.5,9.82,51,9.6,2,7
5,69.76,38.87,7.74,30.1,10.1,2,4
5,69.76,38.87,7.74,30.1,10.2,2,0
5,69.76,38.87,7.74,30.1,10.3,2,1
13.83,218.42,38.87,7.74,30.1,12.1,2,0
13.83,218.42,38.87,7.74,30.1,12.2,2,4
13.83,218.42,38.87,7.74,30.1,12.3,2,0
13.83,218.42,38.87,7.74,30.1,12.4,2,0
13.83,218.42,38.87,7.74,30.1,12.5,2,4
13.83,218.42,38.87,7.74,30.1,12.6,2,1
13.83,218.42,20.22,7.42,16.3,13.1,2,1
5,69.76,20.22,7.42,16.3,13.2,2,0
5,69.76,20.22,7.42,16.3,13.3,2,1
13.83,218.42,20.22,7.42,16.3,13.4,2,0
13.83,218.42,20.22,7.42,16.3,13.5,2,7
5,69.76,0,12.25,0,14.1,2,4
5,69.76,0,12.25,0,14.2,2,4
5,69.76,0,12.25,0,14.3,2,1
5,69.76,20.22,7.42,16.3,15.1,2,4
5,69.76,20.22,7.42,16.3,15.2,2,4
5,69.76,20.22,7.42,16.3,15.3,2,4
5,69.76,20.22,7.42,16.3,15.4,2,0
5,69.76,20.22,7.42,16.3,15.5,2,1
5,69.76,83.5,9.82,51,16.4,2,6
5,69.76,83.5,9.82,51,16.5,2,2
5,69.76,83.5,9.82,51,16.6,2,4
5,69.76,83.5,9.82,51,18.1,2,1
5,69.76,83.5,9.82,51,18.3,2,0
5,69.76,83.5,9.82,51,18.4,2,1
0,50,83.5,9.82,51,18.5,2,4
0,50,83.5,9.82,51,18.6,2,0
19,103.63,51,9.18,33.3,0.1,1,4
19,103.63,51,9.18,33.3,0.2,1,0
19,103.63,51,9.18,33.3,0.3,1,4
19,103.63,51,9.18,33.3,0.4,1,1
24.54,127.35,51,9.18,33.3,0.5,1,0
24.54,127.35,51,9.18,33.3,0.6,1,4
19,103.63,25.64,8.17,18.8,1.1,1,1
24.54,127.35,25.64,8.17,18.8,1.2,1,4
24.54,127.35,25.64,8.17,18.8,1.3,1,1
19,103.63,25.64,8.17,18.8,1.4,1,1
24.54,127.35,25.64,8.17,18.8,1.5,1,4
24.54,127.35,25.64,8.17,18.8,1.6,1,4
24.54,127.35,25.64,8.17,18.8,1.7,1,0
19,103.63,27.06,7.8,20.8,2.1,1,1
24.54,127.35,27.06,7.8,20.8,2.2,1,0
24.54,127.35,27.06,7.8,20.8,2.3,1,1
19,103.63,27.06,7.8,20.8,2.4,1,1
24.54,127.35,27.06,7.8,20.8,2.5,1,0
24.54,127.35,27.06,7.8,20.8,2.6,1,0
19,103.63,27.06,7.8,20.8,4.1,1,4
19,103.63,27.06,7.8,20.8,4.2,1,0
19,103.63,27.06,7.8,20.8,4.3,1,1
24.54,127.35,27.06,7.8,20.8,4.4,1,2
24.54,127.35,27.06,7.8,20.8,4.5,1,1
19,103.63,27.06,7.8,20.8,4.6,1,1
19,103.63,0,10.46,0,5.1,1,4
19,103.63,0,10.46,0,5.2,1,4
19,103.63,0,10.46,0,5.3,1,7
24.54,127.35,0,10.46,0,5.4,1,1
19.88,144.35,0,10.46,0,5.5,1,1
24.54,127.35,0,10.46,0,5.6,1,1
24.54,127.35,25.64,8.17,18.8,6.1,1,0
24.54,127.35,25.64,8.17,18.8,6.2,1,4
24.54,127.35,25.64,8.17,18.8,6.3,1,1
19.88,144.35,25.64,8.17,18.8,6.4,1,4
19.88,144.35,25.64,8.17,18.8,6.5,1,1
24.54,127.35,25.64,8.17,18.8,6.6,1,4
19.88,144.35,0,10.46,0,7.1,1,6
19.88,144.35,0,10.46,0,7.2,1,0
19.88,144.35,0,10.46,0,7.3,1,0
19.88,144.35,0,10.46,0,7.4,1,2
19.88,144.35,0,10.46,0,7.5,1,6
19.88,144.35,0,10.46,0,7.6,1,1
19.88,144.35,43.55,8,32.6,8.1,1,6
19.88,144.35,43.55,8,32.6,8.2,1,6
19.88,144.35,43.55,8,32.6,8.3,1,1
24.54,127.35,43.55,8,32.6,8.4,1,1
19.88,144.35,43.55,8,32.6,8.5,1,6
19.88,144.35,43.55,8,32.6,8.6,1,1
24.54,127.35,27.06,7.8,20.8,10.1,1,0
24.54,127.35,27.06,7.8,20.8,10.2,1,0
24.54,127.35,27.06,7.8,20.8,10.3,1,0
19.88,144.35,27.06,7.8,20.8,10.4,1,0
19.88,144.35,27.06,7.8,20.8,10.5,1,4
19.88,144.35,27.06,7.8,20.8,10.6,1,7
24.54,127.35,43.55,8,32.6,11.1,1,1
31.8,118.65,43.55,8,32.6,11.2,1,0
31.8,118.65,43.55,8,32.6,11.3,1,1
24.54,127.35,43.55,8,32.6,11.4,1,6
24.54,127.35,43.55,8,32.6,11.5,1,1
31.8,118.65,43.55,8,32.6,11.6,1,1
31.8,118.65,0,10.46,0,12.1,1,1
24.54,127.35,0,10.46,0,12.2,1,1
31.8,118.65,0,10.46,0,12.3,1,2
31.8,118.65,0,10.46,0,12.4,1,1
24.54,127.35,0,10.46,0,12.5,1,1
31.8,118.65,0,10.46,0,12.6,1,0
24.54,127.35,43.55,8,32.6,13.1,1,1
31.8,118.65,43.55,8,32.6,13.2,1,1
24.54,127.35,43.55,8,32.6,13.3,1,4
24.54,127.35,43.55,8,32.6,13.4,1,1
31.8,118.65,43.55,8,32.6,13.5,1,6
31.8,118.65,43.55,8,32.6,13.6,1,1
31.8,118.65,25.64,8.17,18.8,15.1,1,6
31.8,118.65,25.64,8.17,18.8,15.2,1,2
31.8,118.65,25.64,8.17,18.8,15.3,1,0
31.8,118.65,25.64,8.17,18.8,15.4,1,7
24.54,127.35,25.64,8.17,18.8,15.5,1,1
15.85,144.15,25.64,8.17,18.8,15.6,1,1
24.54,127.35,25.64,8.17,18.8,15.7,1,4
24.54,127.35,25.64,8.17,18.8,15.8,1,1
24.54,127.35,27.06,7.8,20.8,16.1,1,1
15.85,144.15,27.06,7.8,20.8,16.2,1,1
24.54,127.35,27.06,7.8,20.8,16.3,1,1
15.85,144.15,27.06,7.8,20.8,16.4,1,1
24.54,127.35,27.06,7.8,20.8,16.5,1,4
24.54,127.35,27.06,7.8,20.8,16.6,1,0
15.85,144.15,25.64,8.17,18.8,18.1,1,1
24.54,127.35,25.64,8.17,18.8,18.2,1,1
15.85,144.15,25.64,8.17,18.8,18.3,1,2
15.85,144.15,25.64,8.17,18.8,18.4,1,1
24.54,127.35,25.64,8.17,18.8,18.5,1,0
24.54,127.35,25.64,8.17,18.8,18.6,1,1
15.85,144.15,25.64,8.17,18.8,18.7,1,0
24.54,127.35,51,9.18,33.3,19.1,1,6
24.54,127.35,51,9.18,33.3,19.2,1,1
15.85,144.15,51,9.18,33.3,19.3,1,1
24.54,127.35,51,9.18,33.3,19.4,1,0
24.54,127.35,51,9.18,33.3,19.5,1,0
24.54,127.35,51,9.18,33.3,19.6,1,1
15.85,144.15,51,9.18,33.3,19.7,1,6
8,100,24.4,7.32,20,0.1,2,4
8,100,24.4,7.32,20,0.2,2,0
8,100,24.4,7.32,20,0.3,2,0
8,100,24.4,7.32,20,0.4,2,2
8,100,24.4,7.32,20,0.5,2,1
17.7,116.44,24.4,7.32,20,0.6,2,0
17.7,116.44,24.4,7.32,20,0.7,2,2
8,100,49.33,9.86,30,2.1,2,0
8,100,49.33,9.86,30,2.2,2,0
8,100,49.33,9.86,30,2.3,2,2
8,100,49.33,9.86,30,2.4,2,0
8,100,49.33,9.86,30,2.5,2,4
8,100,49.33,9.86,30,2.6,2,0
17.7,116.44,24.4,7.32,20,3.1,2,0
17.7,116.44,24.4,7.32,20,3.2,2,0
17.7,116.44,24.4,7.32,20,3.3,2,1
8,100,24.4,7.32,20,3.4,2,2
8,100,24.4,7.32,20,3.5,2,0
8,100,24.4,7.32,20,3.6,2,0
8,100,24.4,7.32,20,3.7,2,4
17.7,116.44,49.33,9.86,30,4.1,2,0
8,100,49.33,9.86,30,4.2,2,4
8,100,49.33,9.86,30,4.3,2,1
17.7,116.44,49.33,9.86,30,4.4,2,4
17.7,116.44,49.33,9.86,30,4.5,2,1
8,100,49.33,9.86,30,4.6,2,4
17.7,116.44,31.3,8.39,22.3,5.1,2,1
8,100,31.3,8.39,22.3,5.2,2,6
8,100,31.3,8.39,22.3,5.3,2,2
8,100,31.3,8.39,22.3,5.4,2,6
8,100,31.3,8.39,22.3,5.5,2,0
8,100,31.3,8.39,22.3,5.6,2,1
8,100,29.84,8.11,22,6.1,2,0
8,100,29.84,8.11,22,6.2,2,1
17.7,116.44,29.84,8.11,22,6.3,2,1
8,100,29.84,8.11,22,6.4,2,0
8,100,29.84,8.11,22,6.5,2,6
8,100,29.84,8.11,22,6.6,2,6
17.7,116.44,0,8.88,0,7.1,2,0
17.7,116.44,0,8.88,0,7.2,2,0
17.7,116.44,0,8.88,0,7.3,2,1
8,100,0,8.88,0,7.4,2,0
17.7,116.44,0,8.88,0,7.5,2,2
17.7,116.44,0,8.88,0,7.6,2,1
17.7,116.44,31.3,8.39,22.3,8.1,2,4
17.7,116.44,31.3,8.39,22.3,8.2,2,4
