batavg,batsr,bowlavg,bowleco,bowlsr,ball_no,innings,runs
25.87,143.75,39,9.75,24,18.2,1,0
25.87,143.75,39,9.75,24,18.3,1,1
0,0,39,9.75,24,18.4,1,2
0,0,39,9.75,24,18.5,1,1
25.87,143.75,39,9.75,24,18.6,1,2
25.87,143.75,39,9.75,24,18.7,1,1
25.87,143.75,21.3,7.42,17.2,19.1,1,7
13,108.33,21.3,7.42,17.2,19.2,1,7
11.33,147.82,21.3,7.42,17.2,19.3,1,1
0,0,21.3,7.42,17.2,19.4,1,0
0,0,21.3,7.42,17.2,19.5,1,2
0,0,21.3,7.42,17.2,19.6,1,2
0,0,21.3,7.42,17.2,19.7,1,2
38.53,116.78,43.55,8,32.6,0.1,2,4
38.53,116.78,43.55,8,32.6,0.2,2,0
38.53,116.78,43.55,8,32.6,0.3,2,1
60.57,151.42,43.55,8,32.6,0.4,2,4
60.57,151.42,43.55,8,32.6,0.5,2,0
60.57,151.42,43.55,8,32.6,0.6,2,0
38.53,116.78,25.64,8.17,18.8,1.1,2,0
38.53,116.78,25.64,8.17,18.8,1.2,2,0
38.53,116.78,25.64,8.17,18.8,1.3,2,0
38.53,116.78,25.64,8.17,18.8,1.4,2,0
38.53,116.78,25.64,8.17,18.8,1.5,2,4
38.53,116.78,25.64,8.17,18.8,1.6,2,1
38.53,116.78,43.55,8,32.6,3.1,2,4
38.53,116.78,43.55,8,32.6,3.2,2,0
38.53,116.78,43.55,8,32.6,3.3,2,4
38.53,116.78,43.55,8,32.6,3.4,2,4
38.53,116.78,43.55,8,32.6,3.5,2,6
38.53,116.78,43.55,8,32.6,3.6,2,0
38.53,116.78,25.64,8.17,18.8,5.1,2,4
38.53,116.78,25.64,8.17,18.8,5.2,2,0
38.53,116.78,25.64,8.17,18.8,5.3,2,0
38.53,116.78,25.64,8.17,18.8,5.4,2,0
38.53,116.78,25.64,8.17,18.8,5.5,2,0
38.53,116.78,25.64,8.17,18.8,5.6,2,2
38.53,116.78,25.64,8.17,18.8,5.7,2,7
44.11,146.49,0,15.5,0,6.1,2,0
44.11,146.49,0,15.5,0,6.2,2,1
13.6,98.55,0,15.5,0,6.3,2,1
44.11,146.49,0,15.5,0,6.4,2,1
13.6,98.55,0,15.5,0,6.5,2,1
44.11,146.49,0,15.5,0,6.6,2,1
44.11,146.49,21.33,7.11,18,7.1,2,1
13.6,98.55,21.33,7.11,18,7.2,2,1
44.11,146.49,21.33,7.11,18,7.3,2,1
13.6,98.55,21.33,7.11,18,7.4,2,1
44.11,146.49,21.33,7.11,18,7.5,2,0
44.11,146.49,21.33,7.11,18,7.6,2,1
13.6,98.55,21.33,7.11,18,7.7,2,1
13.6,98.55,0,15.5,0,8.1,2,0
13.6,98.55,0,15.5,0,8.2,2,2
13.6,98.55,0,15.5,0,8.3,2,2
13.6,98.55,0,15.5,0,8.4,2,7
44.11,146.49,0,15.5,0,8.5,2,0
44.11,146.49,0,15.5,0,8.6,2,0
44.11,146.49,21.33,7.11,18,9.3,2,0
44.11,146.49,21.33,7.11,18,9.4,2,2
44.11,146.49,21.33,7.11,18,9.5,2,2
44.11,146.49,21.33,7.11,18,9.6,2,1
44.11,146.49,0,15.5,0,10.1,2,0
44.11,146.49,0,15.5,0,10.2,2,0
44.11,146.49,0,15.5,0,10.3,2,0
44.11,146.49,0,15.5,0,10.4,2,1
44.11,146.49,0,15.5,0,10.6,2,1
44.11,146.49,43.55,8,32.6,11.1,2,0
44.11,146.49,43.55,8,32.6,11.2,2,1
44.11,146.49,0,15.5,0,12.2,2,6
44.11,146.49,0,15.5,0,12.3,2,1
44.11,146.49,0,15.5,0,12.6,2,0
44.11,146.49,43.55,8,32.6,13.2,2,3
44.11,146.49,43.55,8,32.6,13.6,2,0
44.11,146.49,25.64,8.17,18.8,14.3,2,1
44.11,146.49,25.64,8.17,18.8,14.5,2,7
0,120,25.64,8.17,18.8,17.6,2,0
0,120,21.33,7.11,18,19.1,2,2
0,120,21.33,7.11,18,19.2,2,0
7.16,159.25,21.33,7.11,18,19.3,2,0
7.16,159.25,21.33,7.11,18,19.4,2,4
7.16,159.25,21.33,7.11,18,19.5,2,0
7.16,159.25,21.33,7.11,18,19.6,2,2
22.12,135.11,24.4,7.32,20,1.1,1,4
22.12,135.11,24.4,7.32,20,1.2,1,0
22.12,135.11,24.4,7.32,20,1.3,1,0
22.12,135.11,24.4,7.32,20,1.4,1,0
22.12,135.11,24.4,7.32,20,1.5,1,2
22.12,135.11,24.4,7.32,20,1.6,1,4
22.12,135.11,24.4,7.32,20,3.1,1,0
22.12,135.11,24.4,7.32,20,3.2,1,4
22.12,135.11,24.4,7.32,20,3.3,1,0
22.12,135.11,24.4,7.32,20,3.4,1,0
22.12,135.11,24.4,7.32,20,3.5,1,6
22.12,135.11,24.4,7.32,20,3.6,1,1
22.12,135.11,0,7.16,0,4.1,1,2
22.12,135.11,0,7.16,0,4.2,1,0
22.12,135.11,0,7.16,0,4.3,1,1
29.45,146.6,0,7.16,0,4.4,1,7
28.5,127.88,0,7.16,0,4.5,1,0
28.5,127.88,0,7.16,0,4.6,1,1
28.5,127.88,53,9.63,33,5.1,1,1
22.12,135.11,53,9.63,33,5.2,1,0
22.12,135.11,53,9.63,33,5.3,1,0
22.12,135.11,53,9.63,33,5.4,1,0
22.12,135.11,53,9.63,33,5.5,1,0
22.12,135.11,53,9.63,33,5.6,1,0
22.12,135.11,53,9.63,33,5.7,1,1
22.12,135.11,0,7.16,0,6.1,1,1
28.5,127.88,0,7.16,0,6.2,1,1
22.12,135.11,0,7.16,0,6.3,1,0
22.12,135.11,0,7.16,0,6.4,1,1
28.5,127.88,0,7.16,0,6.5,1,0
28.5,127.88,0,7.16,0,6.6,1,4
28.5,127.88,0,7.16,0,6.7,1,1
22.12,135.11,0,7.16,0,6.8,1,6
28.5,127.88,24.4,7.32,20,7.1,1,0
28.5,127.88,24.4,7.32,20,7.2,1,0
28.5,127.88,24.4,7.32,20,7.3,1,1
22.12,135.11,24.4,7.32,20,7.4,1,2
22.12,135.11,24.4,7.32,20,7.5,1,4
22.12,135.11,24.4,7.32,20,7.6,1,0
28.5,127.88,29.84,8.11,22,8.1,1,1
22.12,135.11,29.84,8.11,22,8.2,1,0
22.12,135.11,29.84,8.11,22,8.3,1,0
22.12,135.11,29.84,8.11,22,8.4,1,0
22.12,135.11,29.84,8.11,22,8.5,1,0
22.12,135.11,29.84,8.11,22,8.6,1,1
28.5,127.88,29.84,8.11,22,8.7,1,1
28.5,127.88,53,9.63,33,9.1,1,0
28.5,127.88,53,9.63,33,9.2,1,0
28.5,127.88,53,9.63,33,9.3,1,1
22.12,135.11,53,9.63,33,9.4,1,4
22.12,135.11,53,9.63,33,9.5,1,6
22.12,135.11,53,9.63,33,9.6,1,0
22.12,135.11,53,9.63,33,9.7,1,0
28.5,127.88,29.84,8.11,22,10.1,1,1
22.12,135.11,29.84,8.11,22,10.2,1,4
22.12,135.11,29.84,8.11,22,10.3,1,0
22.12,135.11,29.84,8.11,22,10.4,1,4
22.12,135.11,29.84,8.11,22,10.5,1,1
28.5,127.88,29.84,8.11,22,10.6,1,1
28.5,127.88,53,9.63,33,11.1,1,1
22.12,135.11,53,9.63,33,11.2,1,4
22.12,135.11,53,9.63,33,11.3,1,0
22.12,135.11,53,9.63,33,11.4,1,0
22.12,135.11,53,9.63,33,11.5,1,2
22.12,135.11,53,9.63,33,11.6,1,1
22.12,135.11,29.84,8.11,22,12.1,1,7
28.5,127.88,29.84,8.11,22,12.2,1,4
28.5,127.88,29.84,8.11,22,12.3,1,1
40.57,135.23,29.84,8.11,22,12.4,1,0
40.57,135.23,29.84,8.11,22,12.5,1,1
28.5,127.88,29.84,8.11,22,12.6,1,4
40.57,135.23,0,7.16,0,14.1,1,2
40.57,135.23,0,7.16,0,14.2,1,0
28.5,127.88,0,7.16,0,14.3,1,4
28.5,127.88,0,7.16,0,14.4,1,1
40.57,135.23,0,7.16,0,14.5,1,1
28.5,127.88,0,7.16,0,14.6,1,0
21.22,107.9,0,7.16,0,16.1,1,0
21.22,107.9,0,7.16,0,16.2,1,1
40.57,135.23,0,7.16,0,16.3,1,1
21.22,107.9,0,7.16,0,16.4,1,1
40.57,135.23,0,7.16,0,16.5,1,1
21.22,107.9,0,7.16,0,16.6,1,4
40.57,135.23,29.84,8.11,22,17.1,1,1
21.22,107.9,29.84,8.11,22,17.2,1,0
21.22,107.9,29.84,8.11,22,17.3,1,1
40.57,135.23,29.84,8.11,22,17.4,1,2
40.57,135.23,29.84,8.11,22,17.5,1,6
40.57,135.23,29.84,8.11,22,17.6,1,0
21.22,107.9,53,9.63,33,18.1,1,2
21.22,107.9,53,9.63,33,18.2,1,4
21.22,107.9,53,9.63,33,18.3,1,3
40.57,135.23,53,9.63,33,18.4,1,4
40.57,135.23,53,9.63,33,18.5,1,0
40.57,135.23,53,9.63,33,18.6,1,4
21.22,107.9,24.4,7.32,20,19.1,1,1
40.57,135.23,24.4,7.32,20,19.2,1,1
21.22,107.9,24.4,7.32,20,19.3,1,1
40.57,135.23,24.4,7.32,20,19.4,1,0
40.57,135.23,24.4,7.32,20,19.5,1,0
40.57,135.23,24.4,7.32,20,19.6,1,1
34.84,124.45,22.11,7.65,17.3,1.1,2,4
34.84,124.45,22.11,7.65,17.3,1.2,2,0
34.84,124.45,22.11,7.65,17.3,1.3,2,0
34.84,124.45,22.11,7.65,17.3,1.4,2,0
34.84,124.45,22.11,7.65,17.3,1.5,2,0
34.84,124.45,22.11,7.65,17.3,1.6,2,0
31.8,118.65,22.11,7.65,17.3,3.1,2,1
34.84,124.45,22.11,7.65,17.3,3.2,2,0
34.84,124.45,22.11,7.65,17.3,3.3,2,0
34.84,124.45,22.11,7.65,17.3,3.4,2,4
34.84,124.45,22.11,7.65,17.3,3.5,2,1
31.8,118.65,22.11,7.65,17.3,3.6,2,1
31.8,118.65,31.3,8.39,22.3,4.1,2,4
31.8,118.65,31.3,8.39,22.3,4.2,2,2
31.8,118.65,31.3,8.39,22.3,4.3,2,0
31.8,118.65,31.3,8.39,22.3,4.4,2,1
34.84,124.45,31.3,8.39,22.3,4.5,2,0
34.84,124.45,31.3,8.39,22.3,4.6,2,0
31.8,118.65,22.11,7.65,17.3,5.1,2,7
21,85.71,22.11,7.65,17.3,5.2,2,1
34.84,124.45,22.11,7.65,17.3,5.3,2,0
34.84,124.45,22.11,7.65,17.3,5.4,2,2
34.84,124.45,22.11,7.65,17.3,5.5,2,1
21,85.71,22.11,7.65,17.3,5.6,2,0
34.84,124.45,38.87,7.74,30.1,6.1,2,0
34.84,124.45,38.87,7.74,30.1,6.2,2,0
21,85.71,38.87,7.74,30.1,6.3,2,7
16.1,122.9,38.87,7.74,30.1,6.4,2,1
34.84,124.45,38.87,7.74,30.1,6.5,2,1
16.1,122.9,38.87,7.74,30.1,6.6,2,0
34.84,124.45,31.9,7.25,26.4,7.1,2,0
16.1,122.9,31.9,7.25,26.4,7.2,2,0
16.1,122.9,31.9,7.25,26.4,7.3,2,1
34.84,124.45,31.9,7.25,26.4,7.4,2,1
16.1,122.9,31.9,7.25,26.4,7.5,2,0
16.1,122.9,31.9,7.25,26.4,7.6,2,0
16.1,122.9,31.9,7.25,26.4,7.7,2,0
34.84,124.45,38.87,7.74,30.1,8.1,2,0
34.84,124.45,38.87,7.74,30.1,8.2,2,4
34.84,124.45,38.87,7.74,30.1,8.3,2,1
16.1,122.9,38.87,7.74,30.1,8.4,2,1
34.84,124.45,38.87,7.74,30.1,8.5,2,1
16.1,122.9,38.87,7.74,30.1,8.6,2,7
34.84,124.45,31.9,7.25,26.4,9.1,2,0
34.84,124.45,31.9,7.25,26.4,9.2,2,7
24.54,127.35,31.9,7.25,26.4,9.3,2,0
24.54,127.35,31.9,7.25,26.4,9.4,2,1
15.85,144.15,31.9,7.25,26.4,9.5,2,1
24.54,127.35,31.9,7.25,26.4,9.6,2,0
15.85,144.15,38.87,7.74,30.1,10.1,2,0
15.85,144.15,38.87,7.74,30.1,10.2,2,1
24.54,127.35,38.87,7.74,30.1,10.3,2,1
15.85,144.15,38.87,7.74,30.1,10.4,2,6
15.85,144.15,38.87,7.74,30.1,10.5,2,0
15.85,144.15,38.87,7.74,30.1,10.6,2,1
15.85,144.15,31.9,7.25,26.4,11.1,2,0
15.85,144.15,31.9,7.25,26.4,11.2,2,0
15.85,144.15,31.9,7.25,26.4,11.3,2,0
15.85,144.15,31.9,7.25,26.4,11.4,2,7
2.5,35.71,31.9,7.25,26.4,11.5,2,1
24.54,127.35,31.9,7.25,26.4,11.6,2,1
24.54,127.35,38.87,7.74,30.1,12.1,2,1
2.5,35.71,38.87,7.74,30.1,12.2,2,7
24.54,127.35,38.87,7.74,30.1,12.3,2,0
24.54,127.35,38.87,7.74,30.1,12.4,2,1
0,0,38.87,7.74,30.1,12.5,2,1
24.54,127.35,38.87,7.74,30.1,12.6,2,1
24.54,127.35,31.3,8.39,22.3,13.1,2,1
0,0,31.3,8.39,22.3,13.2,2,0
0,0,31.3,8.39,22.3,13.3,2,0
0,0,31.3,8.39,22.3,13.4,2,1
24.54,127.35,31.3,8.39,22.3,13.5,2,0
24.54,127.35,31.3,8.39,22.3,13.6,2,0
0,0,29.05,8.82,19.7,14.1,2,0
0,0,29.05,8.82,19.7,14.2,2,1
24.54,127.35,29.05,8.82,19.7,14.3,2,2
24.54,127.35,29.05,8.82,19.7,14.4,2,0
24.54,127.35,29.05,8.82,19.7,14.5,2,1
0,0,29.05,8.82,19.7,14.6,2,1
0,0,31.9,7.25,26.4,15.1,2,1
24.54,127.35,31.9,7.25,26.4,15.2,2,0
24.54,127.35,31.9,7.25,26.4,15.3,2,1
0,0,31.9,7.25,26.4,15.4,2,1
24.54,127.35,31.9,7.25,26.4,15.5,2,0
24.54,127.35,31.9,7.25,26.4,15.6,2,1
24.54,127.35,29.05,8.82,19.7,16.1,2,0
0,0,29.05,8.82,19.7,16.2,2,0
24.54,127.35,29.05,8.82,19.7,16.3,2,1
0,0,29.05,8.82,19.7,16.4,2,0
0,0,29.05,8.82,19.7,16.5,2,1
24.54,127.35,29.05,8.82,19.7,16.6,2,2
0,0,22.11,7.65,17.3,17.1,2,0
0,0,22.11,7.65,17.3,17.2,2,0
0,0,22.11,7.65,17.3,17.3,2,1
24.54,127.35,22.11,7.65,17.3,17.4,2,7
0,0,22.11,7.65,17.3,17.5,2,0
0,0,22.11,7.65,17.3,17.6,2,0
0,0,29.05,8.82,19.7,18.3,2,1
0,0,29.05,8.82,19.7,18.6,2,1
0,0,31.3,8.39,22.3,19.1,2,7
0,88.88,31.3,8.39,22.3,19.2,2,0
0,88.88,31.3,8.39,22.3,19.3,2,0
0,88.88,31.3,8.39,22.3,19.4,2,0
0,88.88,31.3,8.39,22.3,19.5,2,1
9,108,113.5,9.59,71,1.1,1,0
9,108,113.5,9.59,71,1.2,1,4
9,108,113.5,9.59,71,1.3,1,0
9,108,113.5,9.59,71,1.4,1,1
38.2,122.43,113.5,9.59,71,1.5,1,0
9,108,113.5,9.59,71,1.6,1,1
38.2,122.43,113.5,9.59,71,1.7,1,0
9,108,113.5,9.59,71,3.1,1,0
9,108,113.5,9.59,71,3.2,1,1
38.2,122.43,113.5,9.59,71,3.3,1,0
38.2,122.43,113.5,9.59,71,3.4,1,0
38.2,122.43,113.5,9.59,71,3.5,1,4
38.2,122.43,113.5,9.59,71,3.6,1,1
9,108,113.5,9.59,71,3.7,1,6
38.2,122.43,147,10.5,84,4.1,1,0
38.2,122.43,147,10.5,84,4.2,1,1
9,108,147,10.5,84,4.3,1,1
38.2,122.43,147,10.5,84,4.4,1,1
9,108,147,10.5,84,4.5,1,0
9,108,147,10.5,84,4.6,1,1
9,108,0,12.25,0,5.1,1,0
9,108,0,12.25,0,5.2,1,1
38.2,122.43,0,12.25,0,5.3,1,7
26.22,131.84,0,12.25,0,5.4,1,0
26.22,131.84,0,12.25,0,5.5,1,0
26.22,131.84,0,12.25,0,5.6,1,0
26.22,131.84,0,12.25,0,5.7,1,2
9,108,113.5,9.59,71,6.1,1,1
26.22,131.84,113.5,9.59,71,6.2,1,7
0,131.25,113.5,9.59,71,6.4,1,0
0,131.25,113.5,9.59,71,6.5,1,0
0,131.25,113.5,9.59,71,6.6,1,0
0,131.25,113.5,9.59,71,6.7,1,0
9,108,35.5,8.52,25,7.1,1,1
0,131.25,35.5,8.52,25,7.2,1,0
0,131.25,35.5,8.52,25,7.3,1,0
0,131.25,35.5,8.52,25,7.4,1,1
9,108,35.5,8.52,25,7.5,1,0
9,108,35.5,8.52,25,7.6,1,1
9,108,113.5,9.59,71,8.1,1,0
9,108,113.5,9.59,71,8.2,1,0
9,108,113.5,9.59,71,8.3,1,0
9,108,113.5,9.59,71,8.4,1,1
0,131.25,113.5,9.59,71,8.5,1,1
9,108,113.5,9.59,71,8.6,1,0
0,131.25,35.5,8.52,25,9.1,1,2
0,131.25,35.5,8.52,25,9.2,1,1
9,108,35.5,8.52,25,9.3,1,1
0,131.25,35.5,8.52,25,9.4,1,4
0,131.25,35.5,8.52,25,9.5,1,1
9,108,35.5,8.52,25,9.6,1,0
0,131.25,147,10.5,84,10.1,1,4
0,131.25,147,10.5,84,10.2,1,0
0,131.25,147,10.5,84,10.3,1,1
9,108,147,10.5,84,10.4,1,1
0,131.25,147,10.5,84,10.5,1,1
9,108,147,10.5,84,10.6,1,1
9,108,0,12.25,0,11.1,1,1
0,131.25,0,12.25,0,11.2,1,1
9,108,0,12.25,0,11.3,1,1
0,131.25,0,12.25,0,11.4,1,0
0,131.25,0,12.25,0,11.5,1,1
9,108,0,12.25,0,11.6,1,1
9,108,35.5,8.52,25,12.1,1,7
0,131.25,0,12.25,0,13.1,1,1
2,28.57,0,12.25,0,13.5,1,1
0,131.25,0,12.25,0,13.6,1,2
0,131.25,35.5,8.52,25,15.1,1,0
0,131.25,35.5,8.52,25,15.2,1,1
0,20,35.5,8.52,25,15.3,1,0
0,20,35.5,8.52,25,15.4,1,1
0,131.25,35.5,8.52,25,15.5,1,1
0,20,35.5,8.52,25,15.6,1,0
0,20,35.5,8.52,25,15.7,1,1
0,131.25,147,10.5,84,17.1,1,0
0,131.25,147,10.5,84,17.2,1,0
0,131.25,147,10.5,84,17.3,1,7
5,71.42,147,10.5,84,17.5,1,1
5,71.42,0,12.25,0,18.1,1,1
22.7,151.33,27.6,8.62,19.2,3.1,2,0
22.7,151.33,27.6,8.62,19.2,3.2,2,4
22.7,151.33,27.6,8.62,19.2,3.3,2,1
81.08,152.03,27.6,8.62,19.2,3.4,2,1
22.7,151.33,27.6,8.62,19.2,3.5,2,1
81.08,152.03,27.6,8.62,19.2,3.6,2,1
81.08,152.03,27.5,7.85,21,5.1,2,0
81.08,152.03,27.5,7.85,21,5.2,2,1
22.7,151.33,27.5,7.85,21,5.3,2,4
22.7,151.33,27.5,7.85,21,5.4,2,0
22.7,151.33,27.5,7.85,21,5.5,2,1
81.08,152.03,27.5,7.85,21,5.6,2,1
81.08,152.03,26.46,7.47,21.2,6.1,2,0
81.08,152.03,26.46,7.47,21.2,6.2,2,4
81.08,152.03,26.46,7.47,21.2,6.3,2,4
81.08,152.03,26.46,7.47,21.2,6.4,2,1
22.7,151.33,26.46,7.47,21.2,6.5,2,1
81.08,152.03,26.46,7.47,21.2,6.6,2,1
81.08,152.03,27.6,8.62,19.2,7.1,2,4
81.08,152.03,27.6,8.62,19.2,7.2,2,1
22.7,151.33,27.6,8.62,19.2,7.3,2,6
22.7,151.33,27.6,8.62,19.2,7.4,2,0
22.7,151.33,27.6,8.62,19.2,7.5,2,0
22.7,151.33,27.6,8.62,19.2,7.6,2,1
22.7,151.33,26.46,7.47,21.2,8.1,2,0
22.7,151.33,26.46,7.47,21.2,8.2,2,6
22.7,151.33,26.46,7.47,21.2,8.3,2,1
81.08,152.03,26.46,7.47,21.2,8.4,2,1
22.7,151.33,26.46,7.47,21.2,8.5,2,1
81.08,152.03,26.46,7.47,21.2,8.6,2,4
81.08,152.03,26.46,7.47,21.2,8.7,2,0
60.57,151.42,24.4,7.32,20,0.1,1,0
60.57,151.42,24.4,7.32,20,0.2,1,0
60.57,151.42,24.4,7.32,20,0.3,1,0
60.57,151.42,24.4,7.32,20,0.4,1,0
60.57,151.42,24.4,7.32,20,0.5,1,0
60.57,151.42,24.4,7.32,20,0.6,1,0
38.53,116.78,53,9.63,33,1.1,1,1
60.57,151.42,53,9.63,33,1.2,1,4
60.57,151.42,53,9.63,33,1.3,1,4
60.57,151.42,53,9.63,33,1.4,1,1
38.53,116.78,53,9.63,33,1.5,1,7
60.57,151.42,24.4,7.32,20,2.1,1,0
60.57,151.42,24.4,7.32,20,2.2,1,0
60.57,151.42,24.4,7.32,20,2.3,1,0
60.57,151.42,24.4,7.32,20,2.4,1,4
60.57,151.42,24.4,7.32,20,2.5,1,0
60.57,151.42,24.4,7.32,20,2.6,1,1
60.57,151.42,53,9.63,33,3.1,1,4
60.57,151.42,53,9.63,33,3.2,1,6
60.57,151.42,53,9.63,33,3.3,1,4
60.57,151.42,53,9.63,33,3.4,1,1
60.57,151.42,24.4,7.32,20,4.1,1,4
60.57,151.42,24.4,7.32,20,4.2,1,0
60.57,151.42,24.4,7.32,20,4.3,1,4
60.57,151.42,24.4,7.32,20,4.4,1,4
60.57,151.42,24.4,7.32,20,4.5,1,0
60.57,151.42,24.4,7.32,20,4.6,1,4
60.57,151.42,0,7.16,0,5.3,1,0
15.16,115.18,0,8,0,6.1,1,1
60.57,151.42,0,8,0,6.2,1,0
60.57,151.42,0,8,0,6.3,1,1
15.16,115.18,0,8,0,6.4,1,1
60.57,151.42,0,8,0,6.5,1,1
15.16,115.18,0,8,0,6.6,1,1
15.16,115.18,29.84,8.11,22,7.1,1,1
60.57,151.42,29.84,8.11,22,7.2,1,0
60.57,151.42,29.84,8.11,22,7.3,1,1
15.16,115.18,29.84,8.11,22,7.4,1,1
60.57,151.42,29.84,8.11,22,7.5,1,0
60.57,151.42,29.84,8.11,22,7.6,1,1
60.57,151.42,0,8,0,8.1,1,0
60.57,151.42,0,8,0,8.2,1,2
60.57,151.42,0,8,0,8.3,1,0
60.57,151.42,0,8,0,8.4,1,1
15.16,115.18,0,8,0,8.5,1,1
60.57,151.42,0,8,0,8.6,1,1
60.57,151.42,29.84,8.11,22,9.1,1,4
60.57,151.42,29.84,8.11,22,9.2,1,1
15.16,115.18,29.84,8.11,22,9.3,1,0
15.16,115.18,29.84,8.11,22,9.4,1,1
60.57,151.42,29.84,8.11,22,9.5,1,7
13.6,98.55,29.84,8.11,22,9.6,1,0
15.16,115.18,0,8,0,10.1,1,1
13.6,98.55,0,8,0,10.2,1,1
15.16,115.18,0,8,0,10.3,1,1
13.6,98.55,0,8,0,10.4,1,1
15.16,115.18,0,8,0,10.5,1,1
13.6,98.55,0,8,0,10.6,1,1
13.6,98.55,0,7.16,0,11.1,1,0
13.6,98.55,0,7.16,0,11.2,1,0
13.6,98.55,0,7.16,0,11.3,1,0
13.6,98.55,0,7.16,0,11.4,1,1
15.16,115.18,0,7.16,0,11.5,1,1
13.6,98.55,0,7.16,0,11.6,1,1
13.6,98.55,28,8,21,12.1,1,4
13.6,98.55,28,8,21,12.2,1,1
15.16,115.18,28,8,21,12.3,1,0
15.16,115.18,28,8,21,12.4,1,1
13.6,98.55,28,8,21,12.5,1,0
13.6,98.55,28,8,21,12.6,1,1
13.6,98.55,53,9.63,33,13.1,1,1
15.16,115.18,53,9.63,33,13.2,1,1
13.6,98.55,53,9.63,33,13.3,1,1
15.16,115.18,53,9.63,33,13.4,1,1
13.6,98.55,53,9.63,33,13.5,1,0
13.6,98.55,53,9.63,33,13.6,1,2
15.16,115.18,29.84,8.11,22,14.1,1,0
15.16,115.18,29.84,8.11,22,14.2,1,1
13.6,98.55,29.84,8.11,22,14.3,1,1
15.16,115.18,29.84,8.11,22,14.4,1,1
13.6,98.55,29.84,8.11,22,14.5,1,2
13.6,98.55,29.84,8.11,22,14.6,1,1
13.6,98.55,0,7.16,0,15.1,1,1
15.16,115.18,0,7.16,0,15.2,1,1
13.6,98.55,0,7.16,0,15.3,1,4
13.6,98.55,0,7.16,0,15.4,1,0
13.6,98.55,0,7.16,0,15.5,1,4
13.6,98.55,0,7.16,0,15.6,1,0
15.16,115.18,29.84,8.11,22,16.1,1,4
15.16,115.18,29.84,8.11,22,16.2,1,2
15.16,115.18,29.84,8.11,22,16.3,1,1
13.6,98.55,29.84,8.11,22,16.4,1,7
15.16,115.18,29.84,8.11,22,16.5,1,2
15.16,115.18,29.84,8.11,22,16.6,1,0
23.5,162.06,53,9.63,33,17.3,1,2
23.5,162.06,53,9.63,33,17.4,1,4
23.5,162.06,53,9.63,33,17.5,1,1
15.16,115.18,53,9.63,33,17.6,1,1
15.16,115.18,0,7.16,0,18.1,1,0
15.16,115.18,0,7.16,0,18.2,1,1
23.5,162.06,0,7.16,0,18.3,1,1
15.16,115.18,0,7.16,0,18.4,1,1
23.5,162.06,0,7.16,0,18.5,1,1
15.16,115.18,0,7.16,0,18.6,1,1
15.16,115.18,24.4,7.32,20,19.1,1,0
15.16,115.18,24.4,7.32,20,19.2,1,7
0,120,24.4,7.32,20,19.3,1,1
23.5,162.06,24.4,7.32,20,19.4,1,6
23.5,162.06,24.4,7.32,20,19.5,1,6
23.5,162.06,24.4,7.32,20,19.6,1,1
34.84,124.45,39,9.75,24,0.1,2,0
34.84,124.45,39,9.75,24,0.2,2,3
23,122.9,39,9.75,24,0.3,2,0
23,122.9,39,9.75,24,0.4,2,1
34.84,124.45,39,9.75,24,0.5,2,0
34.84,124.45,39,9.75,24,0.6,2,0
23,122.9,21.3,7.42,17.2,1.1,2,4
23,122.9,21.3,7.42,17.2,1.2,2,0
23,122.9,21.3,7.42,17.2,1.3,2,0
23,122.9,21.3,7.42,17.2,1.4,2,0
23,122.9,21.3,7.42,17.2,1.5,2,0
23,122.9,21.3,7.42,17.2,1.6,2,0
23,122.9,21.3,7.42,17.2,1.7,2,0
34.84,124.45,39,9.75,24,2.1,2,1
23,122.9,39,9.75,24,2.2,2,7
31.8,118.65,39,9.75,24,2.3,2,0
31.8,118.65,39,9.75,24,2.4,2,0
31.8,118.65,39,9.75,24,2.5,2,0
31.8,118.65,39,9.75,24,2.6,2,0
31.8,118.65,39,9.75,24,2.7,2,1
34.84,124.45,39,9.75,24,2.8,2,0
31.8,118.65,21.3,7.42,17.2,3.1,2,7
21,85.71,21.3,7.42,17.2,3.2,2,1
34.84,124.45,21.3,7.42,17.2,3.3,2,1
21,85.71,21.3,7.42,17.2,3.4,2,0
21,85.71,21.3,7.42,17.2,3.5,2,1
34.84,124.45,21.3,7.42,17.2,3.6,2,1
34.84,124.45,39,9.75,24,4.1,2,0
34.84,124.45,39,9.75,24,4.2,2,0
34.84,124.45,39,9.75,24,4.3,2,2
34.84,124.45,39,9.75,24,4.4,2,1
21,85.71,39,9.75,24,4.5,2,1
34.84,124.45,39,9.75,24,4.6,2,0
21,85.71,44.55,7.78,34.3,5.1,2,4
21,85.71,44.55,7.78,34.3,5.2,2,0
21,85.71,44.55,7.78,34.3,5.3,2,0
21,85.71,44.55,7.78,34.3,5.4,2,0
21,85.71,44.55,7.78,34.3,5.5,2,4
21,85.71,44.55,7.78,34.3,5.6,2,0
21,85.71,44.55,7.78,34.3,5.7,2,4
21,85.71,44.55,7.78,34.3,5.8,2,1
21,85.71,0,10.46,0,6.1,2,1
34.84,124.45,0,10.46,0,6.2,2,1
21,85.71,0,10.46,0,6.3,2,0
21,85.71,0,10.46,0,6.4,2,1
34.84,124.45,0,10.46,0,6.5,2,1
21,85.71,0,10.46,0,6.6,2,2
34.84,124.45,34.58,7.98,26,7.1,2,1
